star_rating,title,content_rating,genre,duration,actors_list
8.1,Castle in the Sky,PG,Animation,124,"['Anna Paquin', 'James Van Der Beek', 'Cloris Leachman']"
8.1,The Celebration,R,Drama,105,"['Ulrich Thomsen', 'Henning Moritzen', 'Thomas Bo Larsen']"
8.1,"Spring, Summer, Fall, Winter... and Spring",R,Drama,103,"['Ki-duk Kim', 'Yeong-su Oh', 'Jong-ho Kim']"
8.1,Shutter Island,R,Mystery,138,"['Leonardo DiCaprio', 'Emily Mortimer', 'Mark Ruffalo']"
8.1,Barry Lyndon,PG,Adventure,184,"[u""Ryan O'Neal"", 'Marisa Berenson', 'Patrick Magee']"
8.1,Stalag 17,NOT RATED,Comedy,120,"['William Holden', 'Don Taylor', 'Otto Preminger']"
8.1,Three Colors: Red,R,Drama,99,"['Ir\xe8ne Jacob', 'Jean-Louis Trintignant', 'Fr\xe9d\xe9rique Feder']"
8.1,X-Men: Days of Future Past,PG-13,Action,131,"['Patrick Stewart', 'Ian McKellen', 'Hugh Jackman']"
8.1,Sleuth,PG,Mystery,138,"['Laurence Olivier', 'Michael Caine', 'Alec Cawthorne']"
8.1,In the Mood for Love,PG,Drama,98,"['Tony Chiu Wai Leung', 'Maggie Cheung', 'Ping Lam Si']"
8.1,The Man Who Shot Liberty Valance,APPROVED,Drama,123,"['James Stewart', 'John Wayne', 'Vera Miles']"
8.1,Arsenic and Old Lace,NOT RATED,Comedy,118,"['Cary Grant', 'Priscilla Lane', 'Raymond Massey']"
8.1,The Big Sleep,APPROVED,Crime,114,"['Humphrey Bogart', 'Lauren Bacall', 'John Ridgely']"
8.1,Roman Holiday,NOT RATED,Comedy,118,"['Gregory Peck', 'Audrey Hepburn', 'Eddie Albert']"
8.1,The Philadelphia Story,NOT RATED,Comedy,112,"['Cary Grant', 'Katharine Hepburn', 'James Stewart']"
8.1,Akira,R,Animation,124,"['Nozomu Sasaki', 'Mami Koyama', 'Mitsuo Iwata']"
8.1,Anatomy of a Murder,UNRATED,Crime,160,"['James Stewart', 'Lee Remick', 'Ben Gazzara']"
8.1,The Cabinet of Dr. Caligari,UNRATED,Crime,67,"['Werner Krauss', 'Conrad Veidt', 'Friedrich Feher']"
8.1,The Help,PG-13,Drama,146,"['Emma Stone', 'Viola Davis', 'Octavia Spencer']"
8.1,The Sea Inside,PG-13,Biography,125,"['Javier Bardem', 'Bel\xe9n Rueda', 'Lola Due\xf1as']"
8.1,Elite Squad,R,Action,115,"['Wagner Moura', 'Andr\xe9 Ramiro', 'Caio Junqueira']"
8.1,The Hustler,UNRATED,Drama,134,"['Paul Newman', 'Jackie Gleason', 'Piper Laurie']"
8.1,Rio Bravo,NOT RATED,Western,141,"['John Wayne', 'Dean Martin', 'Ricky Nelson']"
8.1,Twelve Monkeys,R,Mystery,129,"['Bruce Willis', 'Madeleine Stowe', 'Brad Pitt']"
8.1,Harvey,NOT RATED,Comedy,104,"['James Stewart', 'Josephine Hull', 'Peggy Dow']"
8.1,A Christmas Story,PG,Comedy,94,"['Peter Billingsley', 'Melinda Dillon', 'Darren McGavin']"
8.1,Jaws,PG,Drama,124,"['Roy Scheider', 'Robert Shaw', 'Richard Dreyfuss']"
8.1,The Raid 2,R,Action,150,"['Iko Uwais', 'Yayan Ruhian', 'Arifin Putra']"
8.1,Rocky,PG,Drama,119,"['Sylvester Stallone', 'Talia Shire', 'Burt Young']"
8.1,Wings of Desire,PG-13,Drama,128,"['Bruno Ganz', 'Solveig Dommartin', 'Otto Sander']"
8.1,Pirates of the Caribbean: The Curse of the Black Pearl,PG-13,Adventure,143,"['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom']"
8.1,The Killing,APPROVED,Crime,85,"['Sterling Hayden', 'Coleen Gray', 'Vince Edwards']"
8.1,Papillon,R,Biography,151,"['Steve McQueen', 'Dustin Hoffman', 'Victor Jory']"
8.1,The King's Speech,R,Biography,118,"['Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter']"
8.1,Groundhog Day,PG,Comedy,101,"['Bill Murray', 'Andie MacDowell', 'Chris Elliott']"
8.1,A Fistful of Dollars,R,Action,99,"['Clint Eastwood', 'Gian Maria Volont\xe9', 'Marianne Koch']"
8.1,"Monsters, Inc.",G,Animation,92,"['Billy Crystal', 'John Goodman', 'Mary Gibbs']"
8.1,Dog Day Afternoon,R,Crime,125,"['Al Pacino', 'John Cazale', 'Penelope Allen']"
8.1,The Perks of Being a Wallflower,PG-13,Drama,102,"['Logan Lerman', 'Emma Watson', 'Ezra Miller']"
8.1,Young Frankenstein,PG,Comedy,106,"['Gene Wilder', 'Madeline Kahn', 'Marty Feldman']"
8.1,The Terminator,R,Action,107,"['Arnold Schwarzenegger', 'Linda Hamilton', 'Michael Biehn']"
8.1,Harold and Maude,GP,Comedy,91,"['Ruth Gordon', 'Bud Cort', 'Vivian Pickles']"
8.1,Before Sunset,R,Drama,80,"['Ethan Hawke', 'Julie Delpy', 'Vernon Dobtcheff']"
8.1,A Streetcar Named Desire,PG,Drama,122,"['Vivien Leigh', 'Marlon Brando', 'Kim Hunter']"
8.1,Bringing Up Baby,APPROVED,Comedy,102,"['Katharine Hepburn', 'Cary Grant', 'Charles Ruggles']"
8.1,The Diving Bell and the Butterfly,PG-13,Biography,112,"['Mathieu Amalric', 'Emmanuelle Seigner', 'Marie-Jos\xe9e Croze']"
8.1,His Girl Friday,APPROVED,Comedy,92,"['Cary Grant', 'Rosalind Russell', 'Ralph Bellamy']"
8.1,Sling Blade,R,Drama,135,"['Billy Bob Thornton', 'Dwight Yoakam', 'J.T. Walsh']"
8.1,All Quiet on the Western Front,UNRATED,Drama,136,"['Lew Ayres', 'Louis Wolheim', 'John Wray']"
8.1,Prisoners,R,Crime,153,"['Hugh Jackman', 'Jake Gyllenhaal', 'Viola Davis']"
8.1,The Return,UNRATED,Drama,105,"['Vladimir Garin', 'Ivan Dobronravov', 'Konstantin Lavronenko']"
8.1,The Manchurian Candidate,APPROVED,Mystery,126,"['Frank Sinatra', 'Laurence Harvey', 'Janet Leigh']"
8.1,Duck Soup,PASSED,Comedy,68,"['Groucho Marx', 'Harpo Marx', 'Chico Marx']"
8.1,Beauty and the Beast,G,Animation,84,"[u""Paige O'Hara"", 'Robby Benson', 'Richard White']"
8.1,The Truman Show,PG,Drama,103,"['Jim Carrey', 'Ed Harris', 'Laura Linney']"
8.1,The Wild Bunch,R,Action,145,"['William Holden', 'Ernest Borgnine', 'Robert Ryan']"
8,Rope,PG,Crime,80,"['James Stewart', 'John Dall', 'Farley Granger']"
8,The Graduate,APPROVED,Comedy,106,"['Dustin Hoffman', 'Anne Bancroft', 'Katharine Ross']"
8,Jurassic Park,PG-13,Adventure,127,"['Sam Neill', 'Laura Dern', 'Jeff Goldblum']"
8,Dogville,R,Crime,178,"['Nicole Kidman', 'Paul Bettany', 'Lauren Bacall']"
8,Furious 7,PG-13,Action,137,"['Vin Diesel', 'Paul Walker', 'Dwayne Johnson']"
8,Patton,GP,Biography,172,"['George C. Scott', 'Karl Malden', 'Stephen Young']"
8,The Nightmare Before Christmas,PG,Animation,76,"['Danny Elfman', 'Chris Sarandon', u""Catherine O'Hara""]"
8,Being There,PG,Comedy,130,"['Peter Sellers', 'Shirley MacLaine', 'Melvyn Douglas']"
8,Persepolis,PG-13,Animation,96,"['Chiara Mastroianni', 'Catherine Deneuve', 'Gena Rowlands']"
8,This Is Spinal Tap,R,Comedy,82,"['Rob Reiner', 'Michael McKean', 'Christopher Guest']"
8,East of Eden,PG,Drama,115,"['James Dean', 'Raymond Massey', 'Julie Harris']"
8,Pink Floyd The Wall,R,Animation,95,"['Bob Geldof', 'Christine Hargreaves', 'James Laurenson']"
8,Blood Diamond,R,Adventure,143,"['Leonardo DiCaprio', 'Djimon Hounso', 'Jennifer Connelly']"
8,Big Fish,PG-13,Adventure,125,"['Ewan McGregor', 'Albert Finney', 'Billy Crudup']"
8,Slumdog Millionaire,R,Drama,120,"['Dev Patel', 'Freida Pinto', 'Saurabh Shukla']"
8,Star Trek,PG-13,Action,127,"['Chris Pine', 'Zachary Quinto', 'Simon Pegg']"
8,The Straight Story,G,Biography,112,"['Richard Farnsworth', 'Sissy Spacek', 'Jane Galloway Heitz']"
8,Crimes and Misdemeanors,PG-13,Comedy,104,"['Martin Landa', 'Woody Allen', 'Bill Bernstein']"
8,Charade,NOT RATED,Comedy,113,"['Cary Grant', 'Audrey Hepburn', 'Walter Mattha']"
8,JFK,R,Drama,189,"['Kevin Costner', 'Gary Oldman', 'Jack Lemmon']"
8,Dawn of the Dead,UNRATED,Horror,127,"['David Emge', 'Ken Foree', 'Scott H. Reiniger']"
8,Magnolia,R,Drama,188,"['Tom Cruise', 'Jason Robards', 'Julianne Moore']"
8,Manhattan,R,Comedy,96,"['Woody Allen', 'Diane Keaton', 'Mariel Hemingway']"
8,Central Station,R,Drama,113,"['Fernanda Montenegro', 'Vin\xedcius de Oliveira', 'Mar\xedlia P\xeara']"
8,Brazil,R,Sci-Fi,132,"['Jonathan Pryce', 'Kim Greist', 'Robert De Niro']"
8,The Exorcist,R,Horror,122,"['Ellen Burstyn', 'Max von Sydow', 'Linda Blair']"
8,Her,R,Drama,126,"['Joaquin Phoenix', 'Amy Adams', 'Scarlett Johansson']"
8,Dancer in the Dark,R,Crime,140,"['Bj\xf6rk', 'Catherine Deneuve', 'David Morse']"
8,Rain Man,R,Drama,133,"['Dustin Hoffman', 'Tom Cruise', 'Valeria Golino']"
8,Talk to Her,R,Drama,112,"['Rosario Flores', 'Javier C\xe1mara', 'Dar\xedo Grandinetti']"
8,The Adventures of Robin Hood,PG,Action,102,"['Errol Flynn', 'Olivia de Havilland', 'Basil Rathbone']"
8,"Aguirre, the Wrath of God",NOT RATED,Adventure,93,"['Klaus Kinski', 'Ruy Guerra', 'Helena Rojo']"
8,In the Heat of the Night,APPROVED,Crime,109,"['Sidney Poitier', 'Rod Steiger', 'Warren Oates']"
8,Nosferatu,UNRATED,Horror,81,"['Max Schreck', 'Greta Schr\xf6der', 'Ruth Landshoff']"
8,Black Swan,R,Drama,108,"['Natalie Portman', 'Mila Kunis', 'Vincent Cassel']"
8,Ratatouille,G,Animation,111,"['Brad Garrett', 'Lou Romano', 'Patton Oswalt']"
8,The Searchers,APPROVED,Adventure,119,"['John Wayne', 'Jeffrey Hunter', 'Vera Miles']"
8,Short Term 12,R,Drama,96,"['Brie Larson', 'Frantz Turner', 'John Gallagher Jr.']"
8,Doctor Zhivago,PG-13,Drama,197,"['Omar Sharif', 'Julie Christie', 'Geraldine Chaplin']"
8,Life of Pi,PG,Adventure,127,"['Suraj Sharma', 'Irrfan Khan', 'Adil Hussain']"
8,All the President's Men,R,Drama,138,"['Dustin Hoffman', 'Robert Redford', 'Jack Warden']"
8,Battleship Potemkin,UNRATED,History,66,"['Aleksandr Antonov', 'Vladimir Barsky', 'Grigori Aleksandrov']"
8,Dances with Wolves,PG-13,Adventure,181,"['Kevin Costner', 'Mary McDonnell', 'Graham Greene']"
8,Catch Me If You Can,PG-13,Biography,141,"['Leonardo DiCaprio', 'Tom Hanks', 'Christopher Walken']"
8,Cinderella Man,PG-13,Biography,144,"['Russell Crowe', 'Ren\xe9e Zellweger', 'Craig Bierko']"
8,Dead Poets Society,PG,Drama,128,"['Robin Williams', 'Robert Sean Leonard', 'Ethan Hawke']"
8,Ghost in the Shell,NOT RATED,Animation,83,"['Atsuko Tanaka', 'Iemasa Kayumi', 'Akio \xd4tsuka']"
8,Head-On,R,Drama,121,"['Birol \xdcnel', 'Sibel Kekilli', 'G\xfcven Kira\xe7']"
8,No Man's Land,R,Drama,98,"['Branko Djuric', 'Rene Bitorajac', 'Filip Sovagovic']"
8,Dallas Buyers Club,R,Biography,117,"['Matthew McConaughey', 'Jennifer Garner', 'Jared Leto']"
8,Days of Heaven,PG,Drama,94,"['Richard Gere', 'Brooke Adams', 'Sam Shepard']"
8,The Sound of Music,G,Biography,174,"['Julie Andrews', 'Christopher Plummer', 'Eleanor Parker']"
8,District 9,R,Action,112,"['Sharlto Copley', 'David James', 'Jason Cope']"
8,Shadow of a Doubt,APPROVED,Thriller,108,"['Teresa Wright', 'Joseph Cotten', 'Macdonald Carey']"
8,Frankenstein,UNRATED,Horror,70,"['Colin Clive', 'Mae Clarke', 'Boris Karloff']"
8,Shaun of the Dead,R,Comedy,99,"['Simon Pegg', 'Nick Frost', 'Kate Ashfield']"
8,Night of the Living Dead,UNRATED,Horror,96,"['Duane Jones', u""Judith O'Dea"", 'Karl Hardman']"
8,Kill Bill: Vol. 2,R,Action,137,"['Uma Thurman', 'David Carradine', 'Michael Madsen']"
8,Secrets & Lies,R,Drama,136,"['Timothy Spall', 'Brenda Blethyn', 'Phyllis Logan']"
8,The Artist,PG-13,Comedy,100,"['Jean Dujardin', 'B\xe9r\xe9nice Bejo', 'John Goodman']"
8,Aladdin,G,Animation,90,"['Scott Weinger', 'Robin Williams', 'Linda Larkin']"
8,The Lady Vanishes,PASSED,Comedy,96,"['Margaret Lockwood', 'Michael Redgrave', 'Paul Lukas']"
8,The Hobbit: The Desolation of Smaug,PG-13,Adventure,161,"['Ian McKellen', 'Martin Freeman', 'Richard Armitage']"
8,Let the Right One In,R,Drama,115,"['K\xe5re Hedebrant', 'Lina Leandersson', 'Per Ragnar']"
8,Fiddler on the Roof,G,Drama,181,"['Topol', 'Norma Crane', 'Leonard Frey']"
8,The Hobbit: An Unexpected Journey,PG-13,Adventure,169,"['Martin Freeman', 'Ian McKellen', 'Richard Armitage']"
8,Three Colors: Blue,R,Drama,98,"['Juliette Binoche', 'Zbigniew Zamachowski', 'Julie Delpy']"
8,Rosemary's Baby,R,Drama,136,"['Mia Farrow', 'John Cassavetes', 'Ruth Gordon']"
8,Mystic River,R,Crime,138,"['Sean Penn', 'Tim Robbins', 'Kevin Bacon']"
8,Serenity,PG-13,Action,119,"['Nathan Fillion', 'Gina Torres', 'Chiwetel Ejiofor']"
8,Amarcord,R,Comedy,123,"['Magali No\xebl', 'Bruno Zanin', 'Pupella Maggio']"
8,Planet of the Apes,G,Adventure,112,"['Charlton Heston', 'Roddy McDowall', 'Kim Hunter']"
8,True Romance,R,Crime,120,"['Christian Slater', 'Patricia Arquette', 'Dennis Hopper']"
8,Hannah and Her Sisters,PG-13,Comedy,103,"['Mia Farrow', 'Dianne Wiest', 'Michael Caine']"
8,Moon,R,Drama,97,"['Sam Rockwell', 'Kevin Spacey', 'Dominique McElligott']"
8,Before Midnight,R,Drama,109,"['Ethan Hawke', 'Julie Delpy', 'Seamus Davey-Fitzpatrick']"
8,My Name Is Khan,PG-13,Drama,165,"['Shah Rukh Khan', 'Kajol', 'Sheetal Menon']"
8,Scent of a Woman,R,Drama,156,"['Al Pacino', u""Chris O'Donnell"", 'James Rebhorn']"
8,Mulholland Dr.,R,Drama,147,"['Naomi Watts', 'Laura Harring', 'Justin Theroux']"
8,King Kong,UNRATED,Adventure,100,"['Fay Wray', 'Robert Armstrong', 'Bruce Cabot']"
8,The Fault in Our Stars,PG-13,Drama,126,"['Shailene Woodley', 'Ansel Elgort', 'Nat Wolff']"
8,The Incredibles,PG,Animation,115,"['Craig T. Nelson', 'Samuel L. Jackson', 'Holly Hunter']"
8,Edward Scissorhands,PG-13,Drama,105,"['Johnny Depp', 'Winona Ryder', 'Dianne Wiest']"
8,Casino Royale,PG-13,Action,144,"['Daniel Craig', 'Eva Green', 'Judi Dench']"
8,How to Train Your Dragon 2,PG,Animation,102,"['Jay Baruchel', 'Cate Blanchett', 'Gerard Butler']"
8,In Bruges,R,Comedy,107,"['Colin Farrell', 'Brendan Gleeson', 'Ciar\xe1n Hinds']"
8,The Untouchables,R,Crime,119,"['Kevin Costner', 'Sean Connery', 'Robert De Niro']"
8,Breathless,UNRATED,Crime,90,"['Jean-Paul Belmondo', 'Jean Seberg', 'Daniel Boulanger']"
8,Spartacus,PG-13,Action,197,"['Kirk Douglas', 'Laurence Olivier', 'Jean Simmons']"
8,The Iron Giant,PG,Animation,86,"['Eli Marienthal', 'Harry Connick Jr.', 'Jennifer Aniston']"
8,Midnight Cowboy,X,Drama,113,"['Dustin Hoffman', 'Jon Voight', 'Sylvia Miles']"
8,The Blues Brothers,R,Action,133,"['John Belushi', 'Dan Aykroyd', 'Cab Calloway']"
8,Freaks,UNRATED,Drama,64,"['Wallace Ford', 'Leila Hyams', 'Olga Baclanova']"
8,Letters from Iwo Jima,R,Drama,141,"['Ken Watanabe', 'Kazunari Ninomiya', 'Tsuyoshi Ihara']"
8,Edge of Tomorrow,PG-13,Action,113,"['Tom Cruise', 'Emily Blunt', 'Bill Paxton']"
8,Glory,R,Drama,122,"['Matthew Broderick', 'Denzel Washington', 'Cary Elwes']"
8,The African Queen,PG,Adventure,105,"['Humphrey Bogart', 'Katharine Hepburn', 'Robert Morley']"
7.9,Birdman: Or (The Unexpected Virtue of Ignorance),R,Comedy,119,"['Michael Keaton', 'Zach Galifianakis', 'Edward Norton']"
7.9,Big Hero 6,PG,Animation,102,"['Ryan Potter', 'Scott Adsit', 'Jamie Chung']"
7.9,Almost Famous,R,Drama,122,"['Billy Crudup', 'Patrick Fugit', 'Kate Hudson']"
7.9,The Notebook,PG-13,Drama,123,"['Gena Rowlands', 'James Garner', 'Rachel McAdams']"
7.9,The Conversation,PG,Drama,113,"['Gene Hackman', 'John Cazale', 'Allen Garfield']"
7.9,The Breakfast Club,R,Comedy,97,"['Emilio Estevez', 'Judd Nelson', 'Molly Ringwald']"
7.9,The Pursuit of Happyness,PG-13,Biography,117,"['Will Smith', 'Thandie Newton', 'Jaden Smith']"
7.9,The Killer,R,Action,111,"['Yun-Fat Chow', 'Danny Lee', 'Sally Yeh']"
7.9,Once,R,Drama,85,"['Glen Hansard', 'Mark\xe9ta Irglov\xe1', 'Hugh Walsh']"
7.9,Ying xiong,PG-13,Action,99,"['Jet Li', 'Tony Chiu Wai Leung', 'Maggie Cheung']"
7.9,The Remains of the Day,PG,Drama,134,"['Anthony Hopkins', 'Emma Thompson', 'John Haycraft']"
7.9,The Bride of Frankenstein,NOT RATED,Horror,75,"['Boris Karloff', 'Elsa Lanchester', 'Colin Clive']"
7.9,The Wrestler,R,Drama,109,"['Mickey Rourke', 'Marisa Tomei', 'Evan Rachel Wood']"
7.9,Nightcrawler,R,Crime,117,"['Jake Gyllenhaal', 'Rene Russo', 'Bill Paxton']"
7.9,Gravity,PG-13,Sci-Fi,91,"['Sandra Bullock', 'George Clooney', 'Ed Harris']"
7.9,Hard Boiled,R,Action,128,"['Yun-Fat Chow', 'Tony Chiu Wai Leung', 'Teresa Mo']"
7.9,Bonnie and Clyde,APPROVED,Biography,111,"['Warren Beatty', 'Faye Dunaway', 'Michael J. Pollard']"
7.9,The Bourne Identity,PG-13,Action,119,"['Franka Potente', 'Matt Damon', 'Chris Cooper']"
7.9,Key Largo,UNRATED,Crime,100,"['Humphrey Bogart', 'Edward G. Robinson', 'Lauren Bacall']"
7.9,Nine Queens,R,Crime,114,"['Ricardo Dar\xedn', 'Gast\xf3n Pauls', 'Leticia Br\xe9dice']"
7.9,Toy Story 2,G,Animation,92,"['Tom Hanks', 'Tim Allen', 'Joan Cusack']"
7.9,The Killing Fields,R,Drama,141,"['Sam Waterston', 'Haing S. Ngor', 'John Malkovich']"
7.9,All About My Mother,R,Drama,101,"['Cecilia Roth', 'Marisa Paredes', 'Candela Pe\xf1a']"
7.9,Cowboy Bebop: The Movie,R,Animation,115,"['Beau Billingslea', 'Melissa Fahn', 'Nicholas Guest']"
7.9,Ed Wood,R,Biography,127,"['Johnny Depp', 'Martin Landa', 'Sarah Jessica Parker']"
7.9,Stagecoach,NOT RATED,Adventure,96,"['John Wayne', 'Claire Trevor', 'Andy Devine']"
7.9,The Man Who Would Be King,PG,Action,129,"['Sean Connery', 'Michael Caine', 'Christopher Plummer']"
7.9,The Outlaw Josey Wales,PG,Western,135,"['Clint Eastwood', 'Sondra Locke', 'Chief Dan George']"
7.9,Children of Men,R,Drama,109,"['Julianne Moore', 'Clive Owen', 'Chiwetel Ejiofor']"
7.9,The Insider,R,Biography,157,"['Russell Crowe', 'Al Pacino', 'Christopher Plummer']"
7.9,The Right Stuff,R,Adventure,193,"['Sam Shepard', 'Scott Glenn', 'Ed Harris']"
7.9,Badlands,PG,Crime,94,"['Martin Sheen', 'Sissy Spacek', 'Warren Oates']"
7.9,A Prophet,R,Crime,155,"['Tahar Rahim', 'Niels Arestrup', 'Adel Bencherif']"
7.9,"4 Months, 3 Weeks and 2 Days",NOT RATED,Drama,113,"['Anamaria Marinca', 'Vlad Ivanov', 'Laura Vasili']"
7.9,Le passe,PG-13,Drama,130,"['B\xe9r\xe9nice Bejo', 'Tahar Rahim', 'Ali Mosaffa']"
7.9,The Fall,R,Adventure,117,"['Lee Pace', 'Catinca Untar', 'Justine Waddell']"
7.9,Breaking the Waves,R,Drama,159,"['Emily Watson', 'Stellan Skarsg\xe5rd', 'Katrin Cartlidge']"
7.9,Mr. Nobody,R,Drama,141,"['Jared Leto', 'Sarah Polley', 'Diane Kruger']"
7.9,Crash,R,Drama,112,"['Don Cheadle', 'Sandra Bullock', 'Thandie Newton']"
7.9,Avatar,PG-13,Action,162,"['Sam Worthington', 'Zoe Saldana', 'Sigourney Weaver']"
7.9,Iron Man,PG-13,Action,126,"['Robert Downey Jr.', 'Gwyneth Paltrow', 'Terrence Howard']"
7.9,Do the Right Thing,R,Comedy,120,"['Danny Aiello', 'Ossie Davis', 'Ruby Dee']"
7.9,Carlito's Way,R,Crime,144,"['Al Pacino', 'Sean Penn', 'Penelope Ann Miller']"
7.9,"Crouching Tiger, Hidden Dragon",PG-13,Action,120,"['Yun-Fat Chow', 'Michelle Yeoh', 'Ziyi Zhang']"
7.9,Lilya 4-Ever,R,Crime,109,"['Oksana Akinshina', 'Artyom Bogucharskiy', 'Pavel Ponomaryov']"
7.9,The Chorus,PG-13,Drama,97,"['G\xe9rard Jugnot', 'Fran\xe7ois Berl\xe9and', 'Jean-Baptiste Maunier']"
7.9,The Boondock Saints,R,Action,108,"['Willem Dafoe', 'Sean Patrick Flanery', 'Norman Reedus']"
7.9,Miller's Crossing,R,Crime,115,"['Gabriel Byrne', 'Albert Finney', 'John Turturro']"
7.9,Walk the Line,PG-13,Biography,136,"['Joaquin Phoenix', 'Reese Witherspoon', 'Ginnifer Goodwin']"
7.9,Shrek,PG,Animation,90,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz']"
7.9,My Fair Lady,APPROVED,Drama,170,"['Audrey Hepburn', 'Rex Harrison', 'Stanley Holloway']"
7.9,The Ten Commandments,APPROVED,Adventure,220,"['Charlton Heston', 'Yul Brynner', 'Anne Baxter']"
7.9,The Fighter,R,Biography,116,"['Mark Wahlberg', 'Christian Bale', 'Amy Adams']"
7.9,Captain Phillips,PG-13,Biography,134,"['Tom Hanks', 'Barkhad Abdi', 'Barkhad Abdirahman']"
7.9,Cabaret,PG,Drama,124,"['Liza Minnelli', 'Michael York', 'Helmut Griem']"
7.9,Halloween,R,Drama,91,"['Donald Pleasence', 'Jamie Lee Curtis', 'Tony Moran']"
7.9,My Left Foot,R,Biography,103,"['Daniel Day-Lewis', 'Brenda Fricker', 'Alison Whelan']"
7.9,Miracle on 34th Street,APPROVED,Comedy,96,"['Edmund Gwenn', u""Maureen O'Hara"", 'John Payne']"
7.9,The Man from Nowhere,R,Action,119,"['Bin Won', 'Sae-ron Kim', 'Tae-hoon Kim']"
7.9,Toki o kakeru shojo,NOT RATED,Animation,98,"['Riisa Naka', 'Takuya Ishida', 'Mitsutaka Itakura']"
7.9,Little Miss Sunshine,R,Adventure,101,"['Steve Carell', 'Toni Collette', 'Greg Kinnear']"
7.9,Taken,PG-13,Action,93,"['Liam Neeson', 'Maggie Grace', 'Famke Janssen']"
7.9,Blue Is the Warmest Color,NC-17,Drama,179,"['L\xe9a Seydoux', 'Ad\xe8le Exarchopoulos', 'Salim Kechiouche']"
7.9,Boogie Nights,R,Drama,155,"['Mark Wahlberg', 'Julianne Moore', 'Burt Reynolds']"
7.9,Hot Fuzz,R,Comedy,121,"['Simon Pegg', 'Nick Frost', 'Martin Freeman']"
7.9,Ferris Bueller's Day Off,PG-13,Comedy,103,"['Matthew Broderick', 'Alan Ruck', 'Mia Sara']"
7.9,The World's Fastest Indian,PG-13,Biography,127,"['Anthony Hopkins', 'Diane Ladd', 'Iain Rea']"
7.9,Kiki's Delivery Service,G,Animation,103,"['Kirsten Dunst', 'Minami Takayama', 'Rei Sakuma']"
7.9,Down by Law,R,Comedy,107,"['Tom Waits', 'John Lurie', 'Roberto Benigni']"
7.9,Glengarry Glen Ross,R,Drama,100,"['Al Pacino', 'Jack Lemmon', 'Alec Baldwin']"
7.9,Clerks,R,Comedy,92,"[u""Brian O'Halloran"", 'Jeff Anderson', 'Marilyn Ghigliotti']"
7.9,Adam's Apples,R,Comedy,94,"['Ulrich Thomsen', 'Mads Mikkelsen', 'Nicolas Bro']"
7.9,The Girl with the Dragon Tattoo,R,Crime,158,"['Daniel Craig', 'Rooney Mara', 'Christopher Plummer']"
7.9,The 39 Steps,UNRATED,Mystery,86,"['Robert Donat', 'Madeleine Carroll', 'Lucie Mannheim']"
7.9,E.T. the Extra-Terrestrial,PG,Family,115,"['Henry Thomas', 'Drew Barrymore', 'Peter Coyote']"
7.8,Tombstone,R,Action,130,"['Kurt Russell', 'Val Kilmer', 'Sam Elliott']"
7.8,Predator,R,Action,107,"['Arnold Schwarzenegger', 'Carl Weathers', 'Kevin Peter Hall']"
7.8,Tangled,PG,Animation,100,"['Mandy Moore', 'Zachary Levi', 'Donna Murphy']"
7.8,Guess Who's Coming to Dinner,UNRATED,Comedy,108,"['Spencer Tracy', 'Sidney Poitier', 'Katharine Hepburn']"
7.8,Ordinary People,R,Drama,124,"['Donald Sutherland', 'Mary Tyler Moore', 'Judd Hirsch']"
7.8,The Best Offer,R,Crime,131,"['Geoffrey Rush', 'Jim Sturgess', 'Sylvia Hoeks']"
7.8,Silver Linings Playbook,R,Comedy,122,"['Bradley Cooper', 'Jennifer Lawrence', 'Robert De Niro']"
7.8,Hamlet,PG-13,Drama,242,"['Kenneth Branagh', 'Julie Christie', 'Derek Jacobi']"
7.8,Amour,PG-13,Drama,127,"['Jean-Louis Trintignant', 'Emmanuelle Riva', 'Isabelle Huppert']"
7.8,I Saw the Devil,NOT RATED,Crime,141,"['Byung-hun Lee', 'Min-sik Choi', 'In-seo Kim']"
7.8,The Motorcycle Diaries,R,Adventure,126,"['Gael Garc\xeda Bernal', 'Rodrigo De la Serna', 'M\xeda Maestro']"
7.8,Office Space,R,Comedy,89,"['Ron Livingston', 'Jennifer Aniston', 'David Herman']"
7.8,Evil,NOT RATED,Drama,113,"['Andreas Wilson', 'Henrik Lundstr\xf6m', 'Gustaf Skarsg\xe5rd']"
7.8,The Girl with the Dragon Tattoo,R,Crime,152,"['Michael Nyqvist', 'Noomi Rapace', 'Ewa Fr\xf6ling']"
7.8,Withnail & I,R,Comedy,107,"['Richard E. Grant', 'Paul McGann', 'Richard Griffiths']"
7.8,The Day the Earth Stood Still,APPROVED,Sci-Fi,92,"['Michael Rennie', 'Patricia Neal', 'Hugh Marlowe']"
7.8,Black Book,R,Drama,145,"['Carice van Houten', 'Sebastian Koch', 'Thom Hoffman']"
7.8,Evil Dead II,X,Comedy,84,"['Bruce Campbell', 'Sarah Berry', 'Dan Hicks']"
7.8,Kaze tachinu,PG-13,Animation,126,"['Hideaki Anno', 'Hidetoshi Nishijima', 'Miori Takimoto']"
7.8,Star Trek Into Darkness,PG-13,Action,132,"['Chris Pine', 'Zachary Quinto', 'Zoe Saldana']"
